Sitename: Kendall Grassland Arizona USA
Location: Latitude: 31.7365  Longitude: -109.9419  Elevation (masl): 1531
Principal investigator: Russell Scott
Ecosystem type: GRA Grasslands
File creation date: 05APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2004,-1,128.95833,128,2300,0.484,21.348,335.268,5.696,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-51.635,24.002,5,26.585,15,0,18.102,85.124,372.11,2.08,0,10,-92.028,-0.87,-3.073,-6999,0.53,2.145,326.004,412.815,4.821,-6999,-6999,372.11,3.2,-6999,-6999,-6999,-6999
2004,-1,128.97917,128,2330,0.482,21.372,349.435,3.729,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-47.735,23.449,5,26.267,15,0,18.205,85.127,372.447,2.081,0,10,-99.412,-0.87,-2.846,-6999,0.465,3.173,313.182,406.577,4.857,-6999,-6999,372.447,3.2,-6999,-6999,-6999,-6999
2004,-1,129.00000,129,000,0.379,21.46,353.601,3.204,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-47.414,22.837,5,25.979,15,0,18.041,85.126,372.762,2.096,0,10,-96.099,-0.87,-2.746,-6999,0.29,3.097,311.63,401.887,4.836,-6999,-6999,372.762,3.2,-6999,-6999,-6999,-6999
2004,-1,129.02083,129,030,0.498,21.934,343.351,4.445,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-46.229,22.239,5,25.694,15,0,17.061,85.122,371.868,2.184,0,10,-92.877,-0.87,-1.784,-6999,0.145,3.662,313.272,400.703,4.737,-6999,-6999,371.868,3.2,-6999,-6999,-6999,-6999
2004,-1,129.04167,129,100,0.607,21.681,334.625,3.82,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-41.35,21.74,5,25.404,15,0,17.281,85.121,371.942,2.145,0,10,-90.277,-0.87,-2.758,-6999,0.02,2.675,313.858,398.702,4.717,-6999,-6999,371.942,3.2,-6999,-6999,-6999,-6999
2004,-1,129.06250,129,130,0.34,19.901,335.479,3.002,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-43.419,21.245,5,25.102,15,0,20.109,85.111,374.958,1.856,0,10,-92.521,-0.87,-3.327,-6999,0.01,2.385,307.091,393.899,4.887,-6999,-6999,374.958,3.2,-6999,-6999,-6999,-6999
2004,0,129.08333,129,200,0.195,19.963,3.212,3.061,-9999,-0.706,-9999,0.847,-6999,-1.684,-6999,-41.512,20.752,5,24.834,15,0,19.891,85.099,373.206,1.869,0,9.83,-91.683,-0.87,-1.939,-6999,0,3.692,308.694,394.746,4.842,-6999,-6999,373.206,3.2,-6999,-6999,-6999,-6999
2004,0,129.10417,129,230,0.197,20.063,350.518,3.415,-9999,-0.545,-9999,-5.789,-6999,-0.536,-6999,-33.935,20.35,5,24.545,15,0,19.669,85.082,373.132,1.885,0,10,-81.669,-0.87,-1.956,-6999,0,2.868,319.868,396.713,4.819,-6999,-6999,373.132,3.2,-6999,-6999,-6999,-6999
2004,0,129.12500,129,300,0.107,20.361,350.961,3.308,-9999,0.244,-9999,-4.343,-6999,0.493,-6999,-22.365,20.12,5,24.265,15,0,19.181,85.08,372.694,1.932,0,10,-66.421,-0.87,-1.127,-6999,0,2.779,337.652,400.168,4.783,-6999,-6999,372.694,3.2,-6999,-6999,-6999,-6999
2004,0,129.14583,129,330,0.095,19.638,326.74,2.58,-9999,0.03,-9999,-7.724,-6999,0.337,-6999,-21.234,19.987,5,24,15,0,20.462,85.088,374.163,1.818,0,10,-66.339,-0.87,-2.171,-6999,0.007,2.122,336.389,398.435,4.883,-6999,-6999,374.163,3.2,-6999,-6999,-6999,-6999
2004,0,129.16667,129,400,0.095,19.891,338.428,3.046,-9999,0.514,-9999,-7.118,-6999,1.216,-6999,-26.64,19.805,5,23.754,15,0,19.997,85.087,373.284,1.858,0,10,-76.375,-0.87,-1.928,-6999,0.007,2.642,325.202,397.007,4.839,-6999,-6999,373.284,3.2,-6999,-6999,-6999,-6999
2004,0,129.18750,129,430,0.115,19.866,348.263,3.072,-9999,0.107,-9999,-10.505,-6999,0.736,-6999,-36.41,19.522,5,23.514,15,0,19.992,85.077,373.239,1.855,0,10,-89.937,-0.87,-2.585,-6999,0.015,2.759,307.603,392.196,4.84,-6999,-6999,373.239,3.2,-6999,-6999,-6999,-6999
2004,0,129.20833,129,500,0.214,19.694,0.724,2.906,-9999,0.998,-9999,2.204,-6999,1.979,-6999,-37.544,19.157,5,23.29,15,0,20.115,85.073,372.862,1.833,0,10,-86.727,-0.87,-2.136,-6999,0.007,3.16,309.311,390.742,4.809,-6999,-6999,372.862,3.2,-6999,-6999,-6999,-6999
2004,-1,129.22917,129,530,0.291,19.789,357.001,1.415,-9999,-9999,-9999,-9999,-6999,-9999,-6999,-25.374,18.849,5,23.085,15,0,19.833,85.096,372.616,1.85,0,10,-61.199,5.09,-0.187,-6999,0.815,3.273,335.253,392.992,4.765,-6999,-6999,372.616,3.2,-6999,-6999,-6999,-6999
2004,0,129.25000,129,600,0.137,20.038,6.32,1.779,-9999,0.069,-9999,-1.714,-6999,0.131,-6999,-19.626,18.739,5,22.865,15,0,19.418,85.112,372.527,1.888,0,9.83,-59.838,51.59,18.201,-6999,6.18,6.954,322.62,393.706,4.745,-6999,-6999,372.527,3.2,-6999,-6999,-6999,-6999
2004,0,129.27083,129,630,0.092,20.152,5.163,1.749,-9999,-0.022,-9999,-4.245,-6999,4.615,-6999,-8.567,18.685,5,22.655,15,0,19.985,85.127,373.068,1.888,0,9.67,15.064,273.9,122.403,-6999,31.455,32.046,328.43,403.724,4.953,-6999,-6999,373.068,3.2,-6999,-6999,-6999,-6999
2004,0,129.29167,129,700,0.189,20.936,7.482,1.331,-9999,-1.761,-9999,23.871,-6999,8.838,-6999,34.76,19.007,5,22.457,15,0,20.169,85.152,371.443,1.977,0,10.17,79.95,466.5,220.036,-6999,53.23,46.443,327.068,420.711,5.283,-6999,-6999,371.443,3.2,-6999,-6999,-6999,-6999
2004,0,129.31250,129,730,0.154,22.236,337.246,1.68,-9999,-2.184,-9999,27.044,-6999,28.815,-6999,59.137,19.572,5,22.279,15,0,17.87,85.164,371.035,2.202,0,10.33,143.23,669.9,298.145,-6999,75.1,55.344,337.709,437.281,5.072,-6999,-6999,371.035,3.2,-6999,-6999,-6999,-6999
2004,0,129.33333,129,800,0.126,23.027,312.982,2.42,-9999,-2.84,-9999,42.473,-6999,34.531,-6999,91.479,20.53,5,22.13,15,0,17.657,85.164,370.251,2.317,0,10,200.087,722,374.023,-6999,80.2,67.235,347.352,454.053,5.273,-6999,-6999,370.251,3.2,-6999,-6999,-6999,-6999
2004,0,129.35417,129,830,0.097,23.419,289.569,1.597,-9999,-2.818,-9999,34.84,-6999,32.127,-6999,75.634,21.642,5,22.057,15,0,17.685,85.162,369.899,2.372,0,10,192.562,809.5,367.32,-6999,89.55,65.797,353.434,462.396,5.43,-6999,-6999,369.899,3.2,-6999,-6999,-6999,-6999
2004,0,129.37500,129,900,0.147,24.419,224.794,0.929,-9999,-3.081,-9999,63.144,-6999,51.354,-6999,102.272,22.849,5,22.017,15,0,16.628,85.151,369.622,2.551,0,9.67,251.662,926,450.46,-6999,102.6,79.129,360.382,480.05,5.532,-6999,-6999,369.622,3.2,-6999,-6999,-6999,-6999
2004,0,129.39583,129,930,0.246,24.439,202.246,1.965,-9999,-2.131,-9999,69.138,-6999,61.187,-6999,83.092,24.157,5,22.067,15,0,16.819,85.155,369.118,2.548,0,9.17,175.065,716.35,340.121,-6999,79.795,59.212,373.397,479.241,5.596,-6999,-6999,369.118,3.2,-6999,-6999,-6999,-6999
2004,0,129.41667,129,1000,0.156,24.293,197.045,2.177,-9999,-1.806,-9999,42.327,-6999,35.239,-6999,30.434,24.967,5,22.18,15,0,17.145,85.153,369.02,2.516,0.17,9.33,130.783,544.7,275.277,-6999,61.15,49.06,376.512,471.946,5.605,-6999,-6999,369.02,3.2,-6999,-6999,-6999,-6999
2004,0,129.43750,129,1030,0.123,24.748,212.796,1.531,-9999,-3.611,-9999,69.749,-6999,54.453,-6999,39.518,25.427,5,22.344,15,0,16.159,85.167,369.422,2.616,0.33,9.67,197.022,717.1,357.828,-6999,79.195,62.04,381.826,480.593,5.549,-6999,-6999,369.422,3.2,-6999,-6999,-6999,-6999
2004,0,129.45833,129,1100,0.238,25.049,223.676,1.307,-9999,-2.454,-9999,43.997,-6999,44.756,-6999,45.491,26.062,5,22.524,15,0,15.872,85.18,369.227,2.673,0.33,9.5,177.176,800,333.539,-6999,88.6,57.855,382.758,481.267,5.578,-6999,-6999,369.227,3.2,-6999,-6999,-6999,-6999
2004,0,129.47917,129,1130,0.23,25.014,293.488,2.752,-9999,-3.225,-9999,70.732,-6999,47.569,-6999,77.666,26.785,5,22.714,15,0,16.191,85.182,368.778,2.657,0.67,9.83,235.921,861.5,415.021,-6999,95.6,72.675,385.05,491.475,5.68,-6999,-6999,368.778,3.2,-6999,-6999,-6999,-6999
2004,-1,129.50000,129,1200,0.06,25.563,345.99,1.51,-9999,-9999,-9999,59.369,-6999,34.958,-6999,43.373,27.557,5,22.937,15,0,15.507,85.166,368.845,2.767,0.67,10,258.95,1040,445.59,-6999,115.2,77.965,388.847,497.522,5.649,-6999,-6999,368.845,3.2,-6999,-6999,-6999,-6999
2004,0,129.52083,129,1230,0.181,26.497,157.548,0.537,-9999,-2.85,-9999,62.271,-6999,58.609,-6999,75.62,28.459,5,23.14,15,0,14.682,85.147,368.717,2.953,1,9.67,209.793,862,389.139,-6999,95.9,67.337,389.916,501.925,5.552,-6999,-6999,368.717,3.2,-6999,-6999,-6999,-6999
2004,0,129.54167,129,1300,0.27,27.176,173.029,1.155,-9999,-3.063,-9999,126.185,-6999,67.419,-6999,83.047,29.132,5,23.395,15,0,13.613,85.116,369.327,3.112,0.83,10,365.749,1398,604.668,-6999,153.3,105.181,388.394,522.131,5.165,-6999,-6999,369.327,3.2,-6999,-6999,-6999,-6999
2004,-1,129.56250,129,1330,0.306,27.982,280.438,1.83,-9999,-9999,-9999,235.007,-6999,126.077,-6999,146.55,30.554,5,23.644,15,0,13.259,85.093,369.01,3.276,1,9.67,390.16,1306,660.021,-6999,144.45,114.249,385.008,540.62,5.253,-6999,-6999,369.01,3.2,-6999,-6999,-6999,-6999
2004,0,129.58333,129,1400,0.411,27.285,282.542,1.284,-9999,-2.659,-9999,107.286,-6999,65.458,-6999,54.822,31.72,5,23.914,15,0,13.013,85.073,368.946,3.154,1,9.83,210.924,786,410.724,-6999,88.5,71.155,389.945,518.59,4.875,-6999,-6999,368.946,3.2,-6999,-6999,-6999,-6999
2004,0,129.60417,129,1430,0.288,26.802,216.17,5.146,-9999,-1.795,-9999,74.566,-6999,42.867,-6999,-49.99,31.607,5,24.232,15,0,13.296,85.044,368.323,3.056,1,10,87.629,491.8,226.53,-6999,54.955,40.965,390.918,488.855,4.878,-6999,-6999,368.323,3.2,-6999,-6999,-6999,-6999
2004,0,129.62500,129,1500,0.435,26.267,167.64,5.222,-9999,-1.186,-9999,44.912,-6999,25.305,-6999,-51.796,30.694,5,24.57,15,0,14.045,85.029,368.03,2.935,1,10,91.121,491.8,219.548,-6999,54.47,39.793,390.259,478.894,5.121,-6999,-6999,368.03,3.2,-6999,-6999,-6999,-6999
2004,0,129.64583,129,1530,0.433,25.999,197.379,3.376,-9999,-1.286,-9999,41.138,-6999,36.44,-6999,-26.13,29.95,5,24.85,15,0,14.519,85.027,367.975,2.873,0.5,10,100.053,496.65,227.726,-6999,55.365,41.183,390.117,476.606,5.287,-6999,-6999,367.975,3.2,-6999,-6999,-6999,-6999
2004,0,129.66667,129,1600,0.281,26.063,164.189,2.584,-9999,-1.409,-9999,39.725,-6999,35.529,-6999,1.282,29.569,5,25.06,15,0,14.539,85.003,367.898,2.883,0.33,10,90.651,464.4,219.496,-6999,51.82,39.755,388.364,477.455,5.322,-6999,-6999,367.898,3.2,-6999,-6999,-6999,-6999
2004,0,129.68750,129,1630,0.29,25.944,241.763,5.185,-9999,-1.777,-9999,45.567,-6999,40.838,-6999,1.885,29.325,5,25.197,15,0,15.086,84.995,367.198,2.845,0.67,10,96.951,460,225.007,-6999,51.5,41.199,387.814,474.673,5.589,-6999,-6999,367.198,3.2,-6999,-6999,-6999,-6999
2004,0,129.70833,129,1700,0.337,25.645,286.949,4.359,-9999,-1.213,-9999,30.946,-6999,29.511,-6999,-16.835,29.019,5,25.284,15,0,15.492,84.997,367.184,2.782,0.5,10,58.422,360.2,175.54,-6999,40.64,33.408,384.858,468.568,5.701,-6999,-6999,367.184,3.2,-6999,-6999,-6999,-6999
2004,0,129.72917,129,1730,0.237,25.609,266.082,3.476,-9999,-1.14,-9999,27.959,-6999,35.872,-6999,-14.881,28.677,5,25.354,15,0,15.903,84.992,367.011,2.762,0.17,10,41.376,306.35,158.674,-6999,34.63,30.692,379.535,466.142,5.855,-6999,-6999,367.011,3.2,-6999,-6999,-6999,-6999
2004,0,129.75000,129,1800,0.218,25.411,243.378,2.995,-9999,-0.109,-9999,8.413,-6999,17.186,-6999,-22.167,28.297,5,25.39,15,0,16.387,84.986,367.041,2.714,0,9.33,-4.872,173,87.035,-6999,19.46,17.546,384.045,458.405,5.909,-6999,-6999,367.041,3.2,-6999,-6999,-6999,-6999
2004,0,129.77083,129,1830,0.519,24.973,170.176,2.203,-9999,0.61,-9999,22.904,-6999,-13.295,-6999,-39.771,27.719,5,25.404,15,0,17.575,84.994,367.088,2.607,0.17,9,-36.731,67.84,34.31,-6999,8.25,7.935,386.489,449.595,6.067,-6999,-6999,367.088,3.2,-6999,-6999,-6999,-6999
2004,0,129.79167,129,1900,0.269,24.68,83.92,0.998,-9999,1.128,-9999,-17.053,-6999,11.596,-6999,-48.544,27.014,5,25.407,15,0,18.091,84.997,366.994,2.546,0,9,-53.785,20.63,12.261,-6999,3.07,4.842,380.429,441.633,6.107,-6999,-6999,366.994,3.2,-6999,-6999,-6999,-6999
2004,0,129.81250,129,1930,0.122,24.458,199.604,2.165,-9999,0.557,-9999,-3.734,-6999,1.733,-6999,-44.652,26.284,5,25.38,15,0,18.343,84.996,367.533,2.504,0,9,-61.806,1.06,-1.346,-6999,0.895,2.231,376.357,434.587,6.1,-6999,-6999,367.533,3.2,-6999,-6999,-6999,-6999
2004,0,129.83333,129,2000,0.085,24.096,194.497,3.246,-9999,0.666,-9999,-6.437,-6999,1.739,-6999,-41.756,25.575,5,25.287,15,0,18.852,85.001,368.182,2.435,0,9.33,-61.136,-0.86,-2.443,-6999,0.81,1.71,374.303,431.288,6.127,-6999,-6999,368.182,3.2,-6999,-6999,-6999,-6999
2004,0,129.85417,129,2030,0.1,23.564,190.005,2.618,-9999,0.628,-9999,-5.217,-6999,0.975,-6999,-37.953,24.952,5,25.189,15,0,19.7,85.016,368.737,2.334,0,9.5,-64.111,-0.865,-2.426,-6999,0.735,2.069,367.484,427.1,6.196,-6999,-6999,368.737,3.2,-6999,-6999,-6999,-6999
2004,0,129.87500,129,2100,0.092,23.509,182.987,2.028,-9999,0.382,-9999,-5.414,-6999,0.778,-6999,-39.864,24.352,5,25.07,15,0,19.834,85.025,368.346,2.322,0,9,-74.47,-0.87,-2.952,-6999,0.59,2.423,352.456,421.552,6.222,-6999,-6999,368.346,3.2,-6999,-6999,-6999,-6999
2004,0,129.89583,129,2130,0.072,23.261,176.323,1.873,-9999,0.185,-9999,-3.523,-6999,0.229,-6999,-42.096,23.702,5,24.907,15,0,20.056,85.036,368.277,2.281,0,9,-73.142,-0.87,-2.53,-6999,0.46,2.986,349.512,417.138,6.184,-6999,-6999,368.277,3.2,-6999,-6999,-6999,-6999
2004,0,129.91667,129,2200,0.125,23.265,173.701,1.908,-9999,0.491,-9999,-7.898,-6999,1.163,-6999,-36.729,23.119,5,24.747,15,0,19.83,85.041,368.499,2.288,0,9,-71.209,-0.87,-2.417,-6999,0.29,2.776,349.781,415.798,6.111,-6999,-6999,368.499,3.2,-6999,-6999,-6999,-6999
2004,0,129.93750,129,2230,0.128,22.65,123.614,1.252,-9999,0.403,-9999,-5.434,-6999,0.982,-6999,-37.817,22.587,5,24.569,15,0,20.819,85.035,369.194,2.178,0,9,-73.891,-0.87,-2.514,-6999,0.205,3.049,343.207,411.535,6.176,-6999,-6999,369.194,3.2,-6999,-6999,-6999,-6999
2004,0,129.95833,129,2300,0.058,22.66,92.231,2.459,-9999,-0.095,-9999,1.496,-6999,-1.392,-6999,-32.436,22.089,5,24.389,15,0,20.871,85.021,369.172,2.177,0,9,-62.463,-0.87,-1.956,-6999,0.21,2.095,354.244,412.657,6.2,-6999,-6999,369.172,3.2,-6999,-6999,-6999,-6999
2004,0,129.97917,129,2330,0.096,22.124,88.38,3.577,-9999,0.178,-9999,-3.547,-6999,1.873,-6999,-22.924,21.787,5,24.174,15,0,22.13,85.008,369.739,2.074,0,9,-52.256,-0.87,-1.815,-6999,0.04,1.55,365.4,414.292,6.371,-6999,-6999,369.739,3.2,-6999,-6999,-6999,-6999
2004,0,130.00000,130,000,0.145,21.878,100.099,3.425,-9999,1.332,-9999,-19.753,-6999,4.141,-6999,-13.969,21.64,5,23.974,15,0,23.109,84.991,370.261,2.018,0,9,-44.372,-0.87,-1.431,-6999,0.07,1.41,376.069,417.601,6.587,-6999,-6999,370.261,3.2,-6999,-6999,-6999,-6999
2004,-1,130.02083,130,030,0.155,22.131,131.22,3.396,-9999,-9999,-9999,-6.643,-6999,2.321,-6999,-14.789,21.567,5,23.777,15,0,22.59,84.984,368.615,2.063,0,9,-45.591,-0.87,-0.762,-6999,0.185,1.98,374.778,417.628,6.524,-6999,-6999,368.615,3.2,-6999,-6999,-6999,-6999
2004,-1,130.04167,130,100,0.312,23.582,83.001,0.884,-9999,-9999,-9999,-73.504,-6999,15.285,-6999,-11.748,21.487,5,23.6,15,0,19.751,84.964,368.042,2.335,0,9,-45.702,-0.87,-1.523,-6999,0.17,1.608,378.243,420.815,6.225,-6999,-6999,368.042,3.2,-6999,-6999,-6999,-6999
2004,0,130.06250,130,130,0.076,21.041,332.585,1.75,-9999,0.314,-9999,-4.555,-6999,1.184,-6999,-16.428,21.414,5,23.437,15,0,24.052,84.948,371.619,1.893,0,9,-47.913,-0.87,-3.149,-6999,0.57,0.225,369.958,414.498,6.5,-6999,-6999,371.619,3.2,-6999,-6999,-6999,-6999
2004,0,130.08333,130,200,0.26,21.298,19.938,3.532,-9999,0.287,-9999,-5.076,-6999,0.92,-6999,-22.507,21.24,5,23.29,15,0,23.691,84.916,370.404,1.932,0,9,-46.275,-0.87,-1.05,-6999,0.47,1.859,371.154,414.52,6.492,-6999,-6999,370.404,3.2,-6999,-6999,-6999,-6999
2004,0,130.10417,130,230,0.099,21.18,63.729,1.041,-9999,-1.159,-9999,10.194,-6999,-3.791,-6999,-18.434,21.087,5,23.157,15,0,24.039,84.896,371.452,1.91,0,9,-56.169,-0.87,-2.53,-6999,0.305,1.52,358.676,410.795,6.56,-6999,-6999,371.452,3.2,-6999,-6999,-6999,-6999
2004,0,130.12500,130,300,0.075,22.223,59.7,1.364,-9999,0.555,-9999,-6.469,-6999,1.093,-6999,-36.49,20.775,5,23.02,15,0,22.094,84.866,368.096,2.088,0,9,-78.183,-0.87,-2.101,-6999,0.08,3.421,331.193,403.855,6.408,-6999,-6999,368.096,3.2,-6999,-6999,-6999,-6999
2004,0,130.14583,130,330,0.087,22.663,349.354,0.974,-9999,0.005,-9999,-0.653,-6999,-0.303,-6999,-36.744,20.299,5,22.887,15,0,21.035,84.846,367.167,2.173,0,9,-78.619,-0.87,-1.815,-6999,0.105,3.723,328.5,401.581,6.261,-6999,-6999,367.167,3.2,-6999,-6999,-6999,-6999
2004,0,130.16667,130,400,0.035,22.108,316.304,1.243,-9999,0.128,-9999,-2.337,-6999,-0.222,-6999,-35.14,19.822,5,22.762,15,0,21.313,84.842,368.131,2.094,0,9,-67.538,-0.87,-1.143,-6999,0.03,3.869,336.918,399.445,6.112,-6999,-6999,368.131,3.2,-6999,-6999,-6999,-6999
2004,0,130.18750,130,430,0.121,21.116,356.147,2.857,-9999,0.237,-9999,-5.769,-6999,1.317,-6999,-30.594,19.444,5,22.604,15,0,23.146,84.838,369.688,1.925,0,9,-81.115,-0.87,-2.631,-6999,0.1,2.179,320.653,396.959,6.261,-6999,-6999,369.688,3.2,-6999,-6999,-6999,-6999
2004,0,130.20833,130,500,0.175,20.474,9.534,2.963,-9999,0.048,-9999,-2.218,-6999,-0.642,-6999,-35.587,19.082,5,22.445,15,0,23.825,84.841,370.131,1.834,0,9,-87.065,-0.87,-2.558,-6999,0.03,2.728,312.618,394.397,6.176,-6999,-6999,370.131,3.2,-6999,-6999,-6999,-6999
2004,0,130.22917,130,530,0.135,20.477,8.602,1.888,-9999,0.16,-9999,-4.68,-6999,2.713,-6999,-36.614,18.702,5,22.265,15,0,22.243,84.846,369.419,1.872,0,9,-82.424,6.405,-1.294,-6999,1.1,3.271,311.731,389.591,5.697,-6999,-6999,369.419,3.2,-6999,-6999,-6999,-6999
2004,0,130.25000,130,600,0.074,20.573,3.667,2.418,-9999,0.298,-9999,-6.251,-6999,2.088,-6999,-33.615,18.325,5,22.104,15,0,21.549,84.856,369.403,1.9,0,9,-67.223,67.73,24.498,-6999,8.37,10.03,309.264,390.955,5.545,-6999,-6999,369.403,3.2,-6999,-6999,-6999,-6999
2004,0,130.27083,130,630,0.135,21.423,17.067,2.347,-9999,-0.036,-9999,0.128,-6999,-1.083,-6999,-15.927,18.105,5,21.942,15,0,19.861,84.868,368.996,2.045,0,9,-12.467,257.7,109.613,-6999,29.91,31.607,309.906,400.38,5.377,-6999,-6999,368.996,3.2,-6999,-6999,-6999,-6999
2004,0,130.29167,130,700,0.118,21.542,2.972,1.901,-9999,-0.745,-9999,0.713,-6999,12.127,-6999,14.293,18.12,5,21.75,15,0,20.709,84.893,368.343,2.038,0,9.17,66.171,478.1,212.46,-6999,55.07,44.819,311.485,412.956,5.682,-6999,-6999,368.343,3.2,-6999,-6999,-6999,-6999
2004,0,130.31250,130,730,0.154,22.956,12.164,0.858,-9999,-2.547,-9999,28.788,-6999,35.275,-6999,54.235,18.385,5,21.57,15,0,19.694,84.91,367.265,2.25,0,10,146.993,713.65,320.583,-6999,80.7,57.795,316.967,432.762,5.972,-6999,-6999,367.265,3.2,-6999,-6999,-6999,-6999
2004,0,130.33333,130,800,0.151,24.812,250.408,1.036,-9999,-3.865,-9999,60.689,-6999,54.004,-6999,89.577,18.919,5,21.412,15,0,17.206,84.926,368.035,2.593,0,9.83,231.828,947,433.693,-6999,106,71.299,323.997,454.563,5.848,-6999,-6999,368.035,3.2,-6999,-6999,-6999,-6999
2004,0,130.35417,130,830,0.114,24.48,262.11,1.803,-9999,-4.209,-9999,87.828,-6999,68.808,-6999,115.083,19.729,5,21.29,15,0,18.423,84.937,366.407,2.505,0,9.33,310.207,1167.5,545.254,-6999,130.301,89.26,327.248,473.035,6.086,-6999,-6999,366.407,3.2,-6999,-6999,-6999,-6999
2004,0,130.37500,130,900,0.222,24.942,228.258,1.673,-9999,-3.456,-9999,119.147,-6999,72.209,-6999,133.021,20.952,5,21.224,15,0,17.941,84.934,366.081,2.59,0,9,380.153,1373,648.299,-6999,152.9,106.376,331.726,493.495,6.109,-6999,-6999,366.081,3.2,-6999,-6999,-6999,-6999
2004,0,130.39583,130,930,0.293,25.465,211.368,1.377,-9999,-4.068,-9999,159.497,-6999,69.699,-6999,147.773,22.73,5,21.227,15,0,17.741,84.931,365.48,2.679,0.33,9,429.732,1573.5,729.854,-6999,174.45,123.745,338.077,514.454,6.278,-6999,-6999,365.48,3.2,-6999,-6999,-6999,-6999
2004,0,130.41667,130,1000,0.148,26.222,240.572,0.993,-9999,-0.918,-9999,229.208,-6999,86.806,-6999,164.16,25.01,5,21.335,15,0,16.531,84.928,366.38,2.843,0.17,9,503.517,1739,833.245,-6999,191,136.771,343.065,536.021,6.243,-6999,-6999,366.38,3.2,-6999,-6999,-6999,-6999
2004,-1,130.43750,130,1030,0.271,26.198,352.9,1.09,-9999,-9999,-9999,149.412,-6999,48.729,-6999,166.12,27.565,5,21.53,15,0,15.799,84.925,367.281,2.864,1,9,561.804,1747,920.347,-6999,190.7,151.689,347.227,554.081,6.047,-6999,-6999,367.281,3.2,-6999,-6999,-6999,-6999
2004,0,130.45833,130,1100,0.391,26.016,272.299,2.565,-9999,-1.343,-9999,117.022,-6999,59.49,-6999,62.303,29.704,5,21.845,15,0,15.822,84.914,367.174,2.832,0.83,9,184.258,708,424.943,-6999,75.8,69.54,342.284,513.429,5.951,-6999,-6999,367.174,3.2,-6999,-6999,-6999,-6999
2004,0,130.47917,130,1130,0.444,26.8,310.367,2.135,-9999,-2.547,-9999,245.021,-6999,92.094,-6999,104.649,30.46,5,22.262,15,0,14.998,84.9,367.521,2.995,1,9,537.441,1670.5,882.959,-6999,179.7,152.549,359.729,552.698,5.85,-6999,-6999,367.521,3.2,-6999,-6999,-6999,-6999
2004,0,130.50000,130,1200,0.467,27.033,242.021,2.826,-9999,-3.977,-9999,214.745,-6999,103.378,-6999,125.403,31.939,5,22.734,15,0,14.679,84.876,368.607,3.048,1,9,473.822,1830,797.936,-6999,196.5,139.249,370.681,555.546,5.742,-6999,-6999,368.607,3.2,-6999,-6999,-6999,-6999
2004,0,130.52083,130,1230,0.285,26.684,287.733,2.931,-9999,-3.436,-9999,124.523,-6999,69.633,-6999,16.043,32.767,5,23.225,15,0,14.638,84.845,367.921,2.988,0.83,9,233.123,904.2,470.455,-6999,98.55,83.526,367.41,521.216,5.598,-6999,-6999,367.921,3.2,-6999,-6999,-6999,-6999
2004,0,130.54167,130,1300,0.347,27.047,323.702,1.87,-9999,-3.19,-9999,101.074,-6999,60.894,-6999,-5.362,32.58,5,23.72,15,0,14.097,84.812,368.05,3.071,1,9.33,140.091,714,331.014,-6999,79,58.71,379.169,511.384,5.448,-6999,-6999,368.05,3.2,-6999,-6999,-6999,-6999
2004,0,130.56250,130,1330,0.388,26.703,246.902,6.088,-9999,-2.97,-9999,128.961,-6999,52.134,-6999,-30.64,32.12,5,24.177,15,0,15.087,84.788,367.045,2.975,0.83,10,170.038,836,341.641,-6999,93.1,62.085,388.45,497.968,5.898,-6999,-6999,367.045,3.2,-6999,-6999,-6999,-6999
