Sitename: Lucky Hills Shrubland Arizona USA
Location: Latitude: 31.7438  Longitude: -110.0522  Elevation (masl): 1370
Principal investigator: Russell Scott
Ecosystem type: OSH Open Shrublands
File creation date: 09APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2007,0,182.04167,182,100,0.185,25.7,342.7,2.577,-0.193,-0.193,0,-30.214,-6999,1.475,-6999,-53.686,27.2,5,34.2,15,0,12.243,86.277,384.637,2.898,0,9,-95,-0.946,0.356,-6999,1.148,-9999,-9999,-9999,4.999,-6999,-6999,384.637,3.1,-6999,-6999,-6999,-6999
2007,0,182.06250,182,130,0.137,25.21,349.4,2.13,-0.102,-0.102,0,-22.925,-6999,0.687,-6999,-50.27,26.6,5,33.75,15,0,12.558,86.262,384.776,2.805,0,8,-92.9,-0.946,0.008,-6999,1.236,-9999,-9999,-9999,5.003,-6999,-6999,384.776,3.1,-6999,-6999,-6999,-6999
2007,0,182.08333,182,200,0.104,24.82,2.448,1.792,-0.127,-0.127,0,-16.175,-6999,0.359,-6999,-51.448,26,5,33.4,15,0,12.834,86.252,385.348,2.732,0,8,-91,-0.946,-0.055,-6999,1.229,-9999,-9999,-9999,5.03,-6999,-6999,385.348,3.1,-6999,-6999,-6999,-6999
2007,0,182.10417,182,230,0.126,24.125,24.2,0.845,0.039,0.039,0,-12.673,-6999,0.308,-6999,-53.687,25.5,5,32.95,15,0,13.213,86.259,385.472,2.609,0,8,-88.8,-0.946,-0.084,-6999,1.372,-9999,-9999,-9999,4.998,-6999,-6999,385.472,3.1,-6999,-6999,-6999,-6999
2007,0,182.12500,182,300,0.137,24.03,78.82,0.477,0.016,0.016,0,-15.028,-6999,1.219,-6999,-57.507,24.9,5,32.6,15,0,13.175,86.269,385.788,2.595,0,8,-86.1,-0.946,0,-6999,1.499,-9999,-9999,-9999,4.987,-6999,-6999,385.788,3.1,-6999,-6999,-6999,-6999
2007,0,182.14583,182,330,0.11,23.33,68.65,0.852,0.019,0.019,0,-14.888,-6999,0.236,-6999,-54.446,24.35,5,32.201,15,0,13.616,86.282,385.99,2.475,0,8,-87.2,-0.946,-0.257,-6999,1.553,-9999,-9999,-9999,4.956,-6999,-6999,385.99,3.1,-6999,-6999,-6999,-6999
2007,0,182.16667,182,400,0.063,23.45,67.34,0.141,-0.07,-0.07,0,-6.39,-6999,0.332,-6999,-55.655,23.9,5,31.8,15,0,13.414,86.288,385.445,2.499,0,8,-85.3,-0.946,0.005,-6999,1.608,-9999,-9999,-9999,4.917,-6999,-6999,385.445,3.1,-6999,-6999,-6999,-6999
2007,0,182.18750,182,430,0.095,22.695,121.1,0.497,0.057,0.057,0,2.046,-6999,0.12,-6999,-56.496,23.3,5,31.45,15,0,13.965,86.296,385.454,2.373,0,8,-84.1,-0.946,-0.285,-6999,1.602,-9999,-9999,-9999,4.914,-6999,-6999,385.454,3.1,-6999,-6999,-6999,-6999
2007,0,182.20833,182,500,0.101,21.87,106.4,0.932,0.021,0.021,0,-3.099,-6999,-0.026,-6999,-55.999,22.8,5,31.1,15,0,14.729,86.328,386.3,2.236,0,8,-83.6,-0.907,-0.471,-6999,1.622,-9999,-9999,-9999,4.983,-6999,-6999,386.3,3.1,-6999,-6999,-6999,-6999
2007,0,182.22917,182,530,0.201,20.645,72.11,1.158,-0.79,-0.79,0,7.327,-6999,-1.298,-6999,-55.461,22.45,5,30.7,15,0,16.286,86.355,386.291,2.037,0,8,-79.47,16.265,8.221,-6999,4.33,-9999,-9999,-9999,5.028,-6999,-6999,386.291,3.1,-6999,-6999,-6999,-6999
2007,0,182.25000,182,600,0.195,21.36,67.52,1.194,-0.118,-0.118,0,-6.693,-6999,-0.045,-6999,-48.136,22.3,5,30.4,15,0,15.751,86.38,385.67,2.142,0,8,-50.71,84.805,59.51,-6999,18.22,-9999,-9999,-9999,5.092,-6999,-6999,385.67,3.1,-6999,-6999,-6999,-6999
2007,0,182.27083,182,630,0.197,22.575,104.9,1.373,-0.156,-0.156,0,6.566,-6999,2.673,-6999,-27.153,22.5,5,30.05,15,0,15.258,86.403,386.391,2.32,0,8,0.436,261.375,159.4,-6999,48.006,-9999,-9999,-9999,5.324,-6999,-6999,386.391,3.1,-6999,-6999,-6999,-6999
2007,0,182.29167,182,700,0.191,25.34,100.7,1.372,-0.388,-0.388,0,44.316,-6999,7.456,-6999,-3.591,23.1,5,29.7,15,0,13.887,86.413,386.309,2.784,0,8,60.84,456.541,262.2,-6999,85.435,-9999,-9999,-9999,5.705,-6999,-6999,386.309,3.1,-6999,-6999,-6999,-6999
2007,0,182.31250,182,730,0.112,27.5,143.7,0.722,-0.381,-0.381,0,56.807,-6999,15.89,-6999,38.608,24.95,5,29.4,15,0,13.332,86.432,386.879,3.182,0,7.5,124.1,591.383,377.15,-6999,127.566,-9999,-9999,-9999,6.089,-6999,-6999,386.879,3.1,-6999,-6999,-6999,-6999
2007,0,182.33333,182,800,0.144,28.55,149.6,1.036,-0.327,-0.327,0,82.013,-6999,25.824,-6999,71.766,27.4,5,29.2,15,0,12.846,86.453,387.151,3.402,0,7,190.4,865.11,489.2,-6999,168.473,-9999,-9999,-9999,6.469,-6999,-6999,387.151,3.1,-6999,-6999,-6999,-6999
2007,0,182.35417,182,830,0.306,29.895,321.6,0.398,-0.031,-0.031,0,109.788,-6999,7.036,-6999,100.051,30.05,5,29.05,15,0,11.368,86.474,387.138,3.739,0.5,7.5,260.8,929.342,601.75,-6999,210.861,-9999,-9999,-9999,5.859,-6999,-6999,387.138,3.1,-6999,-6999,-6999,-6999
2007,0,182.37500,182,900,0.255,30.61,311.8,1.842,0.539,0.539,0,136.798,-6999,12.935,-6999,121.189,32.9,5,29,15,0,10.939,86.482,386.437,3.914,1,7,326.2,1260.384,708,-6999,250.961,-9999,-9999,-9999,5.814,-6999,-6999,386.437,3.1,-6999,-6999,-6999,-6999
2007,0,182.39583,182,930,0.248,31.23,330.3,2.475,0.65,0.65,0,169.651,-6999,15.036,-6999,136.686,35.7,5,29.05,15,0,10.302,86.474,386.475,4.084,1,7.5,387.4,1432.867,807.5,-6999,287.225,-9999,-9999,-9999,5.602,-6999,-6999,386.475,3.1,-6999,-6999,-6999,-6999
2007,0,182.41667,182,1000,0.408,31.71,321.4,3.38,0.882,0.882,0,166.326,-6999,15.024,-6999,138.21,38.4,5,29.2,15,0,9.775,86.473,386.432,4.222,1,8,442.9,1588.281,896,-6999,320.53,-9999,-9999,-9999,5.44,-6999,-6999,386.432,3.1,-6999,-6999,-6999,-6999
2007,0,182.43750,182,1030,0.418,32.491,322.7,3.795,0.925,0.925,0,247.879,-6999,27.418,-6999,146.795,40.9,5,29.55,15,0,8.973,86.461,386.664,4.451,1,7,491.2,1715.846,968,-6999,347.577,-9999,-9999,-9999,5.174,-6999,-6999,386.664,3.1,-6999,-6999,-6999,-6999
2007,0,182.45833,182,1100,0.395,33.22,328.9,4.497,1.241,1.241,0,225.193,-6999,16.881,-6999,148.866,43.2,5,30,15,0,8.331,86.445,386.847,4.671,2,7,531,1819.156,1027,-6999,368.838,-9999,-9999,-9999,4.763,-6999,-6999,386.847,3.1,-6999,-6999,-6999,-6999
2007,0,182.47917,182,1130,0.503,33.89,322.8,4.869,1.391,1.391,0,293.228,-6999,20.024,-6999,144.156,45.3,5,30.45,15,0,8.115,86.431,386.83,4.86,2,7.5,563.7,1894.618,1069.5,-6999,384.447,-9999,-9999,-9999,4.8,-6999,-6999,386.83,3.1,-6999,-6999,-6999,-6999
2007,0,182.50000,182,1200,0.447,34.35,312.2,4.615,1.232,1.232,0,291.359,-6999,25.047,-6999,145.198,47.3,5,31,15,0,8.44,86.415,386.726,4.969,2,8,583.9,1944.925,1095,-6999,395.481,-9999,-9999,-9999,5.14,-6999,-6999,386.726,3.1,-6999,-6999,-6999,-6999
2007,0,182.52083,182,1230,0.521,34.925,316.5,4.821,1.525,1.525,0,266.581,-6999,13.805,-6999,140.215,49.15,5,31.6,15,0,8.322,86.39,386.862,5.137,2,8,591.9,1960.197,1101.5,-6999,399.249,-9999,-9999,-9999,5.277,-6999,-6999,386.862,3.1,-6999,-6999,-6999,-6999
2007,0,182.54167,182,1300,0.528,35.71,320.4,5.108,1.796,1.796,0,313.167,-6999,14.983,-6999,128.337,50.5,5,32.3,15,0,8.11,86.362,387.315,5.377,2,8,599.4,1975.469,1113,-6999,404.632,-9999,-9999,-9999,5.4,-6999,-6999,387.315,3.1,-6999,-6999,-6999,-6999
2007,0,182.56250,182,1330,0.583,35.98,308.6,5.156,1.348,1.348,0,315.728,-6999,11.784,-6999,104.189,51.4,5,32.95,15,0,7.671,86.33,387.379,5.484,2,8,535.2,1801.639,1008,-6999,372.942,-9999,-9999,-9999,5.164,-6999,-6999,387.379,3.1,-6999,-6999,-6999,-6999
2007,0,182.58333,182,1400,0.521,36.44,320.5,4.797,1.571,1.571,0,296.052,-6999,10.955,-6999,87.821,51.8,5,33.6,15,0,7.117,86.294,387.977,5.657,2,8,477.8,1650.267,914,-6999,343.944,-9999,-9999,-9999,4.853,-6999,-6999,387.977,3.1,-6999,-6999,-6999,-6999
2007,0,182.60417,182,1430,0.473,36.92,307.7,4.125,1.041,1.041,0,260.879,-6999,9.512,-6999,82.036,52.35,5,34.3,15,0,6.964,86.269,388.066,5.818,2,8,517.5,1773.79,985.5,-6999,374.624,-9999,-9999,-9999,4.79,-6999,-6999,388.066,3.1,-6999,-6999,-6999,-6999
2007,0,182.62500,182,1500,0.54,37.25,301.4,4.482,1.146,1.146,0,284.091,-6999,12.947,-6999,82.809,52.8,5,34.9,15,0,6.838,86.248,387.947,5.931,2,9,476.6,1678.116,925,-6999,353.363,-9999,-9999,-9999,4.798,-6999,-6999,387.947,3.1,-6999,-6999,-6999,-6999
2007,0,182.64583,182,1530,0.611,37.315,293.8,4.816,1.003,1.003,0,292.846,-6999,11.224,-6999,62.897,52.85,5,35.5,15,0,6.999,86.218,387.718,5.942,2,9,420.4,1533.482,835.5,-6999,320.933,-9999,-9999,-9999,4.957,-6999,-6999,387.718,3.1,-6999,-6999,-6999,-6999
2007,0,182.66667,182,1600,0.633,37.31,296.3,5.294,1.382,1.382,0,251.396,-6999,12.142,-6999,45.118,52.4,5,36,15,0,6.7,86.186,387.713,5.959,2,8,360.6,1380.762,745,-6999,286.62,-9999,-9999,-9999,4.746,-6999,-6999,387.713,3.1,-6999,-6999,-6999,-6999
2007,0,182.68750,182,1630,0.668,37.19,303.5,5.999,0.987,0.987,0,231.277,-6999,8.883,-6999,25.615,51.4,5,36.5,15,0,6.708,86.16,387.712,5.92,2,8.5,300.7,1212.322,648.2,-6999,249.817,-9999,-9999,-9999,4.647,-6999,-6999,387.712,3.1,-6999,-6999,-6999,-6999
2007,0,182.70833,182,1700,0.61,36.75,305.6,6.114,0.95,0.95,0,170.385,-6999,6.188,-6999,8.955,50,5,37,15,0,6.84,86.147,387.125,5.771,2,8,208.6,966.624,510.6,-6999,197.27,-9999,-9999,-9999,4.627,-6999,-6999,387.125,3.1,-6999,-6999,-6999,-6999
2007,0,182.72917,182,1730,0.633,36.28,301.6,6.271,0.605,0.605,0,141.937,-6999,4.798,-6999,-21.17,48.25,5,37.3,15,0,6.994,86.136,386.117,5.615,2,9,102.6,729.01,379.7,-6999,147.011,-9999,-9999,-9999,4.66,-6999,-6999,386.117,3.1,-6999,-6999,-6999,-6999
2007,0,182.75000,182,1800,0.596,35.83,300.6,6.074,0.339,0.339,0,91.912,-6999,3.782,-6999,-41.3,46.1,5,37.6,15,0,7.267,86.132,386.26,5.462,2,9,-90.8,524.546,271.5,-6999,103.749,-9999,-9999,-9999,4.757,-6999,-6999,386.26,3.1,-6999,-6999,-6999,-6999
2007,0,182.77083,182,1830,0.688,35.205,298.2,6.713,0.26,0.26,0,69.628,-6999,2.938,-6999,-53.839,44.1,5,37.75,15,0,7.491,86.13,385.32,5.264,1,9,-37.5,387.818,209.9,-6999,75.47,-9999,-9999,-9999,4.771,-6999,-6999,385.32,3.1,-6999,-6999,-6999,-6999
2007,0,182.79167,182,1900,0.647,34.22,301.3,6.763,0.048,0.048,0,26.978,-6999,-0.45,-6999,-62.304,41.9,5,37.8,15,0,8.01,86.146,385.353,4.956,1,9,-54.43,179.58,104.6,-6999,34.65,-9999,-9999,-9999,4.867,-6999,-6999,385.353,3.1,-6999,-6999,-6999,-6999
2007,0,182.81250,182,1930,0.55,33.28,306.5,5.667,-0.034,-0.034,0,-3.057,-6999,0.816,-6999,-70.699,39.8,5,37.75,15,0,8.479,86.191,385.433,4.679,1,9,-101.1,51.826,34.75,-6999,11.386,-9999,-9999,-9999,4.973,-6999,-6999,385.433,3.1,-6999,-6999,-6999,-6999
2007,0,182.83333,182,2000,0.424,32.21,314.3,4.461,-0.072,-0.072,0,-21.558,-6999,0.227,-6999,-77.106,37.9,5,37.6,15,0,9.014,86.228,385.376,4.38,1,9,-115.9,0.584,3.248,-6999,1.242,-9999,-9999,-9999,5.063,-6999,-6999,385.376,3.1,-6999,-6999,-6999,-6999
2007,0,182.85417,182,2030,0.292,31.22,319.6,3.407,-0.152,-0.152,0,-27.15,-6999,0.201,-6999,-77.978,36.25,5,37.4,15,0,9.523,86.255,385.245,4.117,1,9,-112.9,-0.946,0.211,-6999,0.21,-9999,-9999,-9999,5.115,-6999,-6999,385.245,3.1,-6999,-6999,-6999,-6999
2007,0,182.87500,182,2100,0.279,30.57,318,3.347,-0.261,-0.261,0,-28.95,-6999,0.197,-6999,-75.312,34.9,5,37.1,15,0,10.015,86.278,385.2,3.946,1,9,-106.6,-0.946,0.131,-6999,0.068,-9999,-9999,-9999,5.239,-6999,-6999,385.2,3.1,-6999,-6999,-6999,-6999
2007,0,182.89583,182,2130,0.22,29.69,321.2,2.7,-0.072,-0.072,0,-25.633,-6999,0.383,-6999,-67.654,33.75,5,36.8,15,0,10.652,86.306,384.948,3.725,0.5,8,-103.9,-0.946,0.181,-6999,0.122,-9999,-9999,-9999,5.376,-6999,-6999,384.948,3.1,-6999,-6999,-6999,-6999
2007,0,182.91667,182,2200,0.112,28.28,326.9,1.856,0.044,0.044,0,-16.067,-6999,-0.275,-6999,-67.506,32.6,5,36.4,15,0,11.492,86.338,385.086,3.401,0,8,-101.7,-0.946,0.23,-6999,0.298,-9999,-9999,-9999,5.446,-6999,-6999,385.086,3.1,-6999,-6999,-6999,-6999
2007,0,182.93750,182,2230,0.111,27.73,344.1,1.858,-0.045,-0.045,0,-15.615,-6999,-0.158,-6999,-69.392,31.55,5,36.1,15,0,11.872,86.351,384.952,3.279,0,8,-97.9,-0.946,0.296,-6999,0.547,-9999,-9999,-9999,5.487,-6999,-6999,384.952,3.1,-6999,-6999,-6999,-6999
2007,0,182.95833,182,2300,0.085,27.3,346.1,1.929,-0.047,-0.047,0,-13.374,-6999,-0.173,-6999,-66.237,30.5,5,35.7,15,0,12.073,86.347,385.352,3.191,0,8,-95.7,-0.946,0.241,-6999,0.757,-9999,-9999,-9999,5.478,-6999,-6999,385.352,3.1,-6999,-6999,-6999,-6999
2007,0,182.97917,182,2330,0.088,26.905,351.3,1.982,-0.118,-0.118,0,-13.089,-6999,-0.075,-6999,-63.798,29.6,5,35.3,15,0,12.248,86.346,385.239,3.111,0,8,-96.7,-0.946,0.332,-6999,0.885,-9999,-9999,-9999,5.434,-6999,-6999,385.239,3.1,-6999,-6999,-6999,-6999
2007,0,183.00000,183,000,0.071,26.72,3.437,1.535,-0.086,-0.086,0,-13.584,-6999,-0.225,-6999,-61.871,28.8,5,34.9,15,0,12.354,86.35,385.13,3.074,0,8,-94.3,-0.946,0.449,-6999,0.864,-9999,-9999,-9999,5.437,-6999,-6999,385.13,3.1,-6999,-6999,-6999,-6999
2007,0,183.02083,183,030,0.171,26.83,6.169,2.464,-0.161,-0.161,0,-30.626,-6999,0.379,-6999,-58.067,28.1,5,34.5,15,0,12.257,86.352,384.926,3.097,0,8,-90.2,-0.946,0.447,-6999,1.006,-9999,-9999,-9999,5.411,-6999,-6999,384.926,3.1,-6999,-6999,-6999,-6999
2007,-1,183.04167,183,100,0.159,25.78,37.15,1.848,-9999,-9999,0,-9999,-6999,-9999,-6999,-49.982,27.6,5,34.1,15,0,12.854,86.36,384.957,2.891,0,8,-89.9,-0.946,0.29,-6999,1.041,-9999,-9999,-9999,5.396,-6999,-6999,384.957,3.1,-6999,-6999,-6999,-6999
2007,0,183.06250,183,130,0.217,23.91,99.5,0.902,1.041,1.041,0,-69.731,-6999,2.206,-6999,-52.498,27.05,5,33.7,15,0,14.278,86.373,386.006,2.544,0,8,-92.6,-0.946,0.274,-6999,1.263,-9999,-9999,-9999,5.412,-6999,-6999,386.006,3.1,-6999,-6999,-6999,-6999
2007,0,183.08333,183,200,0.136,25.36,172.9,1.4,0.003,0.003,0,-27.127,-6999,2.983,-6999,-59.848,26.4,5,33.3,15,0,14.823,86.395,385.818,2.757,0,8,-87.1,-0.946,0.066,-6999,1.446,-9999,-9999,-9999,6.057,-6999,-6999,385.818,3.1,-6999,-6999,-6999,-6999
2007,0,183.10417,183,230,0.279,25.57,183.7,2.477,-0.029,-0.029,0,-29.709,-6999,-9999,-6999,-46.872,26.15,5,32.9,15,0,28.521,86.386,384.634,2.342,0,8,-91.6,-0.946,0.167,-6999,1.459,-9999,-9999,-9999,11.668,-6999,-6999,384.634,3.1,-6999,-6999,-6999,-6999
2007,0,183.12500,183,300,0.227,25.1,194.6,2.104,0.21,0.21,0,-23.953,-6999,-12.758,-6999,-34.444,26,5,32.5,15,0,33.676,86.389,383.379,2.114,0,8,-92.3,-0.946,0.033,-6999,1.446,-9999,-9999,-9999,13.653,-6999,-6999,383.379,3.1,-6999,-6999,-6999,-6999
2007,0,183.14583,183,330,0.11,24.75,204.6,1.422,0.248,0.248,0,-25.375,-6999,7.867,-6999,-38.548,25.65,5,32.201,15,0,33.156,86.398,383.154,2.086,0,8,-91.3,-0.946,0.091,-6999,1.486,-9999,-9999,-9999,13.496,-6999,-6999,383.154,3.1,-6999,-6999,-6999,-6999
2007,0,183.16667,183,400,0.064,24.42,312.6,0.704,-0.072,-0.072,0,-2.669,-6999,0.733,-6999,-44.747,25.1,5,31.9,15,0,32.509,86.406,383.394,2.065,0,8,-87.5,-0.946,0.126,-6999,1.54,-9999,-9999,-9999,12.655,-6999,-6999,383.394,3.1,-6999,-6999,-6999,-6999
2007,0,183.18750,183,430,0.071,23.07,23.86,1.527,0.014,0.014,0,-1.08,-6999,1.875,-6999,-50.921,24.5,5,31.5,15,0,37.47,86.427,383.084,1.764,0,7.5,-82.9,-0.946,-0.164,-6999,1.615,-9999,-9999,-9999,13.182,-6999,-6999,383.084,3.1,-6999,-6999,-6999,-6999
2007,0,183.20833,183,500,0.103,22.98,66.07,0.712,-0.079,-0.079,0,-16.621,-6999,-10.096,-6999,-50.312,24.1,5,31.2,15,0,41.286,86.452,382.911,1.648,0,8,-80.8,-0.915,-0.077,-6999,1.622,-9999,-9999,-9999,14.389,-6999,-6999,382.911,3.1,-6999,-6999,-6999,-6999
2007,-1,183.22917,183,530,0.097,22.035,44.06,0.989,-9999,-9999,0,-9999,-6999,-9999,-6999,-49.44,23.6,5,30.9,15,0,41.838,86.474,383.539,1.541,0,7.5,-75.67,13.983,8.204,-6999,4.019,-9999,-9999,-9999,13.848,-6999,-6999,383.539,3.1,-6999,-6999,-6999,-6999
2007,0,183.25000,183,600,0.126,21.31,69.07,0.701,0.007,0.007,0,1.841,-6999,-5.888,-6999,-46.375,23.4,5,30.6,15,0,41.224,86.479,383.441,1.49,0,7,-47.95,88.128,52.7,-6999,18.113,-9999,-9999,-9999,13.211,-6999,-6999,383.441,3.1,-6999,-6999,-6999,-6999
2007,0,183.27083,183,630,0.105,23.765,25.71,1.18,-0.186,-0.186,0,-7.466,-6999,-3.034,-6999,-27.112,23.65,5,30.3,15,0,34.517,86.489,383.904,1.927,0,8,-0.94,231.954,135.75,-6999,44.07,-9999,-9999,-9999,12.846,-6999,-6999,383.904,3.1,-6999,-6999,-6999,-6999
2007,0,183.29167,183,700,0.118,25.55,307.9,0.584,-0.097,-0.097,0,22.099,-6999,15.879,-6999,-0.485,24.3,5,30,15,0,32.955,86.511,384.407,2.194,0,8,46.08,403.539,229.3,-6999,77.293,-9999,-9999,-9999,13.611,-6999,-6999,384.407,3.1,-6999,-6999,-6999,-6999
2007,0,183.31250,183,730,0.233,26.235,264.7,1.215,-0.115,-0.115,0,45.065,-6999,7.429,-6999,32.133,25.95,5,29.7,15,0,32.66,86.53,384.506,2.295,0,8,113.8,566.589,343.55,-6999,118.349,-9999,-9999,-9999,14.323,-6999,-6999,384.506,3.1,-6999,-6999,-6999,-6999
2007,0,183.33333,183,800,0.282,27.4,262.7,2.221,-0.011,-0.011,0,86.34,-6999,8.041,-6999,58.166,28.1,5,29.5,15,0,29.623,86.545,383.938,2.569,0,7,191.3,836.363,463.3,-6999,162.418,-9999,-9999,-9999,13.85,-6999,-6999,383.938,3.1,-6999,-6999,-6999,-6999
2007,0,183.35417,183,830,0.35,28.355,279.1,2.745,0.373,0.373,0,140.917,-6999,15.988,-6999,87.055,30.6,5,29.4,15,0,27.505,86.554,383.85,2.798,0.5,7,276.1,954.496,598.2,-6999,212.072,-9999,-9999,-9999,13.57,-6999,-6999,383.85,3.1,-6999,-6999,-6999,-6999
2007,0,183.37500,183,900,0.334,29.36,282.6,2.298,0.48,0.48,0,150.204,-6999,23.61,-6999,111.349,33.3,5,29.3,15,0,25.221,86.551,384.436,3.059,1,7,342.3,1263.079,703,-6999,251.499,-9999,-9999,-9999,13.192,-6999,-6999,384.436,3.1,-6999,-6999,-6999,-6999
2007,0,183.39583,183,930,0.331,30.025,304.6,2.459,0.616,0.616,0,159.514,-6999,15.542,-6999,131.803,36.05,5,29.4,15,0,22.65,86.539,384.427,3.288,1,7,386.9,1390.644,773,-6999,278.681,-9999,-9999,-9999,12.362,-6999,-6999,384.427,3.1,-6999,-6999,-6999,-6999
2007,0,183.41667,183,1000,0.349,31.12,322.3,3.207,0.703,0.703,0,211.006,-6999,21.287,-6999,131.136,38.6,5,29.6,15,0,19.752,86.52,384.572,3.631,1,7,436.9,1555.94,866,-6999,313.802,-9999,-9999,-9999,11.658,-6999,-6999,384.572,3.1,-6999,-6999,-6999,-6999
2007,0,183.43750,183,1030,0.469,31.77,308.5,4.231,1.148,1.148,0,219.37,-6999,29.267,-6999,140.268,40.95,5,29.9,15,0,17.559,86.508,384.666,3.871,1,7.5,490.7,1678.116,935.5,-6999,339.705,-9999,-9999,-9999,10.861,-6999,-6999,384.666,3.1,-6999,-6999,-6999,-6999
2007,0,183.45833,183,1100,0.549,32.51,307,5.024,1.619,1.619,0,270.119,-6999,41.966,-6999,140.808,43.2,5,30.3,15,0,14.513,86.495,384.934,4.185,2,8,532.6,1798.494,1008,-6999,365.07,-9999,-9999,-9999,9.629,-6999,-6999,384.934,3.1,-6999,-6999,-6999,-6999
2007,0,183.47917,183,1130,0.534,33.705,317.5,4.657,1.264,1.264,0,292.914,-6999,-9.711,-6999,137.822,45.25,5,30.75,15,0,12.61,86.486,385.344,4.575,2,7.5,561.1,1864.074,1045.5,-6999,379.132,-9999,-9999,-9999,8.805,-6999,-6999,385.344,3.1,-6999,-6999,-6999,-6999
2007,0,183.50000,183,1200,0.506,34.55,318.6,4.966,1.523,1.523,0,293.929,-6999,23.102,-6999,141.35,47.2,5,31.3,15,0,9.765,86.463,386.041,4.952,2,8,587.5,1944.027,1094,-6999,395.885,-9999,-9999,-9999,6.604,-6999,-6999,386.041,3.1,-6999,-6999,-6999,-6999
2007,0,183.52083,183,1230,0.561,35.045,314.9,5.566,1.88,1.88,0,326.738,-6999,26.465,-6999,132.288,48.8,5,31.9,15,0,10.031,86.434,385.92,5.075,2,8,599.9,1957.053,1097.5,-6999,399.384,-9999,-9999,-9999,6.9,-6999,-6999,385.92,3.1,-6999,-6999,-6999,-6999
2007,0,183.54167,183,1300,0.54,35.56,308.7,5.332,1.764,1.764,0,318.106,-6999,15.103,-6999,117.804,50.2,5,32.5,15,0,9.515,86.407,386.517,5.251,2,8,597.2,1951.214,1096,-6999,400.191,-9999,-9999,-9999,6.607,-6999,-6999,386.517,3.1,-6999,-6999,-6999,-6999
2007,0,183.56250,183,1330,0.553,35.815,305.8,5.11,1.566,1.566,0,317.945,-6999,25.602,-6999,110.539,51.4,5,33.1,15,0,8.901,86.384,386.803,5.362,2,8,588.2,1935.043,1085.5,-6999,401.604,-9999,-9999,-9999,6.203,-6999,-6999,386.803,3.1,-6999,-6999,-6999,-6999
2007,0,183.58333,183,1400,0.58,36.17,301.3,5.403,1.503,1.503,0,323.173,-6999,14.532,-6999,103.039,52.4,5,33.8,15,0,8.229,86.366,387.667,5.508,2,8,544,1805.681,1009,-6999,377.315,-9999,-9999,-9999,5.768,-6999,-6999,387.667,3.1,-6999,-6999,-6999,-6999
2007,0,183.60417,183,1430,0.565,36.365,306.1,5.446,1.939,1.939,0,258.934,-6999,13.225,-6999,79.959,52.55,5,34.4,15,0,7.627,86.357,388.201,5.603,2,8,500.7,1732.017,961.5,-6999,365.474,-9999,-9999,-9999,5.175,-6999,-6999,388.201,3.1,-6999,-6999,-6999,-6999
2007,0,183.62500,183,1500,0.447,36.74,311,4.506,1.332,1.332,0,278.56,-6999,8.057,-6999,71.565,52.8,5,35,15,0,7.949,86.336,388.004,5.7,3,8,469.8,1630.503,899,-6999,343.675,-9999,-9999,-9999,5.547,-6999,-6999,388.004,3.1,-6999,-6999,-6999,-6999
2007,0,183.64583,183,1530,0.497,36.87,301.3,4.738,1.089,1.089,0,270.965,-6999,11.706,-6999,60.229,52.75,5,35.6,15,0,8.207,86.303,387.629,5.724,2,8,429.1,1543.813,844,-6999,323.086,-9999,-9999,-9999,5.872,-6999,-6999,387.629,3.1,-6999,-6999,-6999,-6999
2007,0,183.66667,183,1600,0.52,36.92,310,5.161,1.473,1.473,0,233.989,-6999,13.423,-6999,48.264,52.4,5,36.2,15,0,8.792,86.28,387.535,5.703,2,8,363.5,1378.067,743,-6999,285.812,-9999,-9999,-9999,6.352,-6999,-6999,387.535,3.1,-6999,-6999,-6999,-6999
